year,agency,field,value
2018,DOE,granted_complex_low,<1
2019,DOE,granted_complex_low,<1
2020,DOE,granted_complex_low,2
2021,DOE,granted_complex_low,1
2022,DOE,granted_complex_low,1
2023,DOE,granted_complex_low,<1
2024,DOE,granted_complex_low,0
2008,DOI,granted_complex_low,1
2009,DOI,granted_complex_low,<1
2010,DOI,granted_complex_low,<1
2011,DOI,granted_complex_low,<1
2012,DOI,granted_complex_low,<1
2013,DOI,granted_complex_low,<1
2014,DOI,granted_complex_low,<1
2015,DOI,granted_complex_low,<1
2016,DOI,granted_complex_low,<1
2017,DOI,granted_complex_low,<1
2018,DOI,granted_complex_low,<1
2019,DOI,granted_complex_low,<1
2020,DOI,granted_complex_low,<1
2021,DOI,granted_complex_low,<1
2022,DOI,granted_complex_low,<1
2023,DOI,granted_complex_low,<1
2024,DOI,granted_complex_low,<1
2008,DOL,granted_complex_low,1
2009,DOL,granted_complex_low,1
2010,DOL,granted_complex_low,1
2011,DOL,granted_complex_low,1
2012,DOL,granted_complex_low,1
2013,DOL,granted_complex_low,1
2014,DOL,granted_complex_low,1
2015,DOL,granted_complex_low,1
2016,DOL,granted_complex_low,<1
2017,DOL,granted_complex_low,1
2018,DOL,granted_complex_low,<1
2019,DOL,granted_complex_low,1
2020,DOL,granted_complex_low,1
2021,DOL,granted_complex_low,<1
2022,DOL,granted_complex_low,<1
2023,DOL,granted_complex_low,<1
2024,DOL,granted_complex_low,<1
2008,DOS,granted_complex_low,5
2009,DOS,granted_complex_low,2
2010,DOS,granted_complex_low,35
2011,DOS,granted_complex_low,10
2012,DOS,granted_complex_low,16
2013,DOS,granted_complex_low,<1
2014,DOS,granted_complex_low,11.4
2015,DOS,granted_complex_low,11
2016,DOS,granted_complex_low,4
2017,DOS,granted_complex_low,3
2018,DOS,granted_complex_low,5
2019,DOS,granted_complex_low,5
2020,DOS,granted_complex_low,5
2021,DOS,granted_complex_low,<1
2022,DOS,granted_complex_low,3
2023,DOS,granted_complex_low,<1
2024,DOS,granted_complex_low,2
2008,DOT,granted_complex_low,<1
2009,DOT,granted_complex_low,<1
2010,DOT,granted_complex_low,<1
2011,DOT,granted_complex_low,<1
2012,DOT,granted_complex_low,<1
2013,DOT,granted_complex_low,<1
2014,DOT,granted_complex_low,<1
2015,DOT,granted_complex_low,<1
2016,DOT,granted_complex_low,<1
2017,DOT,granted_complex_low,<1
2018,DOT,granted_complex_low,<1
2019,DOT,granted_complex_low,<1
2020,DOT,granted_complex_low,1
2021,DOT,granted_complex_low,<1
2022,DOT,granted_complex_low,<1
2023,DOT,granted_complex_low,<1
2024,DOT,granted_complex_low,<1
2016,EAC,granted_complex_low,N/A
2017,EAC,granted_complex_low,N/A
2018,EAC,granted_complex_low,1
2019,EAC,granted_complex_low,81
2020,EAC,granted_complex_low,106
2021,EAC,granted_complex_low,297
2022,EAC,granted_complex_low,18
2023,EAC,granted_complex_low,N/A
2024,EAC,granted_complex_low,1408
2008,ED,granted_complex_low,1
2019,ED,granted_complex_low,<1
2020,ED,granted_complex_low,<1
2021,ED,granted_complex_low,1
2022,ED,granted_complex_low,10
2023,ED,granted_complex_low,<1
2024,ED,granted_complex_low,<1
2010,EEOC,granted_complex_low,N/A
2011,EEOC,granted_complex_low,N/A
2012,EEOC,granted_complex_low,N/A
2013,EEOC,granted_complex_low,N/A
2014,EEOC,granted_complex_low,N/A
2015,EEOC,granted_complex_low,N/A
2016,EEOC,granted_complex_low,1
2017,EEOC,granted_complex_low,<1
2018,EEOC,granted_complex_low,4
2019,EEOC,granted_complex_low,<1
2020,EEOC,granted_complex_low,<1
2021,EEOC,granted_complex_low,<1
2022,EEOC,granted_complex_low,<1
2023,EEOC,granted_complex_low,1
2024,EEOC,granted_complex_low,<1
2023,EXIM,granted_complex_low,12
2024,EXIM,granted_complex_low,19
2008,EXIM Bank,granted_complex_low,31
2009,EXIM Bank,granted_complex_low,45
2010,EXIM Bank,granted_complex_low,58
2011,EXIM Bank,granted_complex_low,5
2012,EXIM Bank,granted_complex_low,28
2013,EXIM Bank,granted_complex_low,44
2014,EXIM Bank,granted_complex_low,24
2015,EXIM Bank,granted_complex_low,19
2016,EXIM Bank,granted_complex_low,1
2017,EXIM Bank,granted_complex_low,25
2018,EXIM Bank,granted_complex_low,25
2019,EXIM Bank,granted_complex_low,24
2020,EXIM Bank,granted_complex_low,3
2021,EXIM Bank,granted_complex_low,9
2022,EXIM Bank,granted_complex_low,23
2008,FCA,granted_complex_low,N/A
2009,FCA,granted_complex_low,N/A
2010,FCA,granted_complex_low,N/A
2011,FCA,granted_complex_low,N/A
2012,FCA,granted_complex_low,N/A
2013,FCA,granted_complex_low,N/A
2014,FCA,granted_complex_low,N/A
2015,FCA,granted_complex_low,N/A
2016,FCA,granted_complex_low,N/A
2017,FCA,granted_complex_low,N/A
2018,FCA,granted_complex_low,N/A
2019,FCA,granted_complex_low,N/A
2020,FCA,granted_complex_low,N/A
2021,FCA,granted_complex_low,N/A
2022,FCA,granted_complex_low,N/A
2023,FCA,granted_complex_low,N/A
2024,FCA,granted_complex_low,0
2008,FCC,granted_complex_low,N/A
2009,FCC,granted_complex_low,N/A
2010,FCC,granted_complex_low,N/A
2011,FCC,granted_complex_low,N/A
2012,FCC,granted_complex_low,N/A
2013,FCC,granted_complex_low,19
2014,FCC,granted_complex_low,6
2015,FCC,granted_complex_low,30
2016,FCC,granted_complex_low,144
2017,FCC,granted_complex_low,18
2018,FCC,granted_complex_low,19
2019,FCC,granted_complex_low,17
2020,FCC,granted_complex_low,14
2021,FCC,granted_complex_low,8
2022,FCC,granted_complex_low,27
2023,FCC,granted_complex_low,26
2024,FCC,granted_complex_low,21
2008,FCSIC,granted_complex_low,N/A
2009,FCSIC,granted_complex_low,N/A
2010,FCSIC,granted_complex_low,N/A
2011,FCSIC,granted_complex_low,N/A
2012,FCSIC,granted_complex_low,N/A
2013,FCSIC,granted_complex_low,N/A
2014,FCSIC,granted_complex_low,N/A
2015,FCSIC,granted_complex_low,N/A
2016,FCSIC,granted_complex_low,N/A
2017,FCSIC,granted_complex_low,N/A
2018,FCSIC,granted_complex_low,N/A
2019,FCSIC,granted_complex_low,N/A
2020,FCSIC,granted_complex_low,N/A
2021,FCSIC,granted_complex_low,N/A
2022,FCSIC,granted_complex_low,N/A
2023,FCSIC,granted_complex_low,N/A
2024,FCSIC,granted_complex_low,N/A
2008,FDIC,granted_complex_low,N/A
2009,FDIC,granted_complex_low,<1
2010,FDIC,granted_complex_low,<1
2011,FDIC,granted_complex_low,<1
2012,FDIC,granted_complex_low,<1
2013,FDIC,granted_complex_low,3
2014,FDIC,granted_complex_low,1
2015,FDIC,granted_complex_low,7
2016,FDIC,granted_complex_low,5
2017,FDIC,granted_complex_low,9
2018,FDIC,granted_complex_low,8
2019,FDIC,granted_complex_low,11
2020,FDIC,granted_complex_low,1
2021,FDIC,granted_complex_low,4
2022,FDIC,granted_complex_low,4
2023,FDIC,granted_complex_low,7
2024,FDIC,granted_complex_low,2
2008,FEC,granted_complex_low,N/A
2009,FEC,granted_complex_low,35
2010,FEC,granted_complex_low,65
2011,FEC,granted_complex_low,115
2012,FEC,granted_complex_low,25
2013,FEC,granted_complex_low,12
2014,FEC,granted_complex_low,23
2015,FEC,granted_complex_low,23
2016,FEC,granted_complex_low,9
2017,FEC,granted_complex_low,11
2018,FEC,granted_complex_low,13
2019,FEC,granted_complex_low,6
2020,FEC,granted_complex_low,10
2021,FEC,granted_complex_low,3
2022,FEC,granted_complex_low,5
2023,FEC,granted_complex_low,4
2024,FEC,granted_complex_low,1
2008,FERC,granted_complex_low,9
2009,FERC,granted_complex_low,18
2010,FERC,granted_complex_low,14
2011,FERC,granted_complex_low,12
2012,FERC,granted_complex_low,10
2013,FERC,granted_complex_low,17
2014,FERC,granted_complex_low,11
2015,FERC,granted_complex_low,17
2016,FERC,granted_complex_low,31
2017,FERC,granted_complex_low,17
2018,FERC,granted_complex_low,15
2019,FERC,granted_complex_low,15
2020,FERC,granted_complex_low,27
2021,FERC,granted_complex_low,19
2022,FERC,granted_complex_low,19
2023,FERC,granted_complex_low,17
2024,FERC,granted_complex_low,18
2008,FFIEC,granted_complex_low,N/A
2009,FFIEC,granted_complex_low,22
2010,FFIEC,granted_complex_low,16
2011,FFIEC,granted_complex_low,17
2012,FFIEC,granted_complex_low,19
2013,FFIEC,granted_complex_low,N/A
2014,FFIEC,granted_complex_low,N/A
2015,FFIEC,granted_complex_low,22
2016,FFIEC,granted_complex_low,N/A
2017,FFIEC,granted_complex_low,N/A
2018,FFIEC,granted_complex_low,N/A
2019,FFIEC,granted_complex_low,13
2020,FFIEC,granted_complex_low,N/A
2021,FFIEC,granted_complex_low,N/A
2022,FFIEC,granted_complex_low,22
2023,FFIEC,granted_complex_low,22
2024,FFIEC,granted_complex_low,N/A
2008,FHFA,granted_complex_low,21
2009,FHFA,granted_complex_low,20
2010,FHFA,granted_complex_low,162
2011,FHFA,granted_complex_low,16
2012,FHFA,granted_complex_low,1
2013,FHFA,granted_complex_low,3
2014,FHFA,granted_complex_low,20
2015,FHFA,granted_complex_low,25
2016,FHFA,granted_complex_low,11
2017,FHFA,granted_complex_low,32
2018,FHFA,granted_complex_low,7
2019,FHFA,granted_complex_low,14
2020,FHFA,granted_complex_low,5
2021,FHFA,granted_complex_low,1
2022,FHFA,granted_complex_low,20
2023,FHFA,granted_complex_low,8
2024,FHFA,granted_complex_low,20
2008,FLRA,granted_complex_low,N/A
2009,FLRA,granted_complex_low,N/A
2010,FLRA,granted_complex_low,N/A
2011,FLRA,granted_complex_low,N/A
2012,FLRA,granted_complex_low,21
2013,FLRA,granted_complex_low,18
2014,FLRA,granted_complex_low,N/A
2015,FLRA,granted_complex_low,N/A
2016,FLRA,granted_complex_low,N/A
2017,FLRA,granted_complex_low,N/A
2018,FLRA,granted_complex_low,N/A
2019,FLRA,granted_complex_low,N/A
2020,FLRA,granted_complex_low,N/A
2021,FLRA,granted_complex_low,N/A
2022,FLRA,granted_complex_low,N/A
2023,FLRA,granted_complex_low,N/A
2024,FLRA,granted_complex_low,N/A
2008,FMC,granted_complex_low,N/A
2009,FMC,granted_complex_low,N/A
2010,FMC,granted_complex_low,N/A
2011,FMC,granted_complex_low,25
2012,FMC,granted_complex_low,41
2013,FMC,granted_complex_low,71
2014,FMC,granted_complex_low,5
2015,FMC,granted_complex_low,5
2016,FMC,granted_complex_low,3
2017,FMC,granted_complex_low,8
2018,FMC,granted_complex_low,16
2019,FMC,granted_complex_low,5
2020,FMC,granted_complex_low,21
2021,FMC,granted_complex_low,18
2022,FMC,granted_complex_low,42
2023,FMC,granted_complex_low,43
2024,FMC,granted_complex_low,413
2008,FMCS,granted_complex_low,N/A
2009,FMCS,granted_complex_low,N/A
2010,FMCS,granted_complex_low,N/A
2011,FMCS,granted_complex_low,4
2012,FMCS,granted_complex_low,3
2013,FMCS,granted_complex_low,4
2014,FMCS,granted_complex_low,2
2015,FMCS,granted_complex_low,30
2016,FMCS,granted_complex_low,N/A
2017,FMCS,granted_complex_low,101
2018,FMCS,granted_complex_low,76
2019,FMCS,granted_complex_low,2
2020,FMCS,granted_complex_low,<1
2021,FMCS,granted_complex_low,N/A
2022,FMCS,granted_complex_low,N/A
2023,FMCS,granted_complex_low,N/A
2024,FMCS,granted_complex_low,30
2008,FMSHRC,granted_complex_low,N/A
2009,FMSHRC,granted_complex_low,N/A
2010,FMSHRC,granted_complex_low,4
2011,FMSHRC,granted_complex_low,8
2012,FMSHRC,granted_complex_low,11
2013,FMSHRC,granted_complex_low,1
2014,FMSHRC,granted_complex_low,1
2015,FMSHRC,granted_complex_low,1
2016,FMSHRC,granted_complex_low,1
2017,FMSHRC,granted_complex_low,1
2018,FMSHRC,granted_complex_low,2
2019,FMSHRC,granted_complex_low,7
2020,FMSHRC,granted_complex_low,4
2021,FMSHRC,granted_complex_low,2
2022,FMSHRC,granted_complex_low,5
2023,FMSHRC,granted_complex_low,10
2024,FMSHRC,granted_complex_low,1
2008,FOMC,granted_complex_low,12
2009,FOMC,granted_complex_low,N/A
2010,FOMC,granted_complex_low,4
2011,FOMC,granted_complex_low,19
2012,FOMC,granted_complex_low,27
2013,FOMC,granted_complex_low,36
2014,FOMC,granted_complex_low,33
2015,FOMC,granted_complex_low,33
2016,FOMC,granted_complex_low,27
2017,FOMC,granted_complex_low,137
2018,FOMC,granted_complex_low,N/A
2019,FOMC,granted_complex_low,27
2020,FOMC,granted_complex_low,46
2021,FOMC,granted_complex_low,48
2022,FOMC,granted_complex_low,89
2023,FOMC,granted_complex_low,36
2024,FOMC,granted_complex_low,22
2022,FPISC,granted_complex_low,N/A
2023,FPISC,granted_complex_low,38
2024,FPISC,granted_complex_low,35
2008,FRB,granted_complex_low,<1
2009,FRB,granted_complex_low,<1
2010,FRB,granted_complex_low,1
2011,FRB,granted_complex_low,1
2012,FRB,granted_complex_low,1
2013,FRB,granted_complex_low,1
2014,FRB,granted_complex_low,1
2015,FRB,granted_complex_low,1
2016,FRB,granted_complex_low,1
2017,FRB,granted_complex_low,1
2018,FRB,granted_complex_low,1
2019,FRB,granted_complex_low,1
2020,FRB,granted_complex_low,1
2021,FRB,granted_complex_low,3
2022,FRB,granted_complex_low,4
2023,FRB,granted_complex_low,4
2024,FRB,granted_complex_low,4
2010,FRTIB,granted_complex_low,N/A
2011,FRTIB,granted_complex_low,N/A
2012,FRTIB,granted_complex_low,N/A
2013,FRTIB,granted_complex_low,N/A
2014,FRTIB,granted_complex_low,N/A
2015,FRTIB,granted_complex_low,N/A
2016,FRTIB,granted_complex_low,N/A
2017,FRTIB,granted_complex_low,N/A
2018,FRTIB,granted_complex_low,N/A
2019,FRTIB,granted_complex_low,N/A
2020,FRTIB,granted_complex_low,N/A
2021,FRTIB,granted_complex_low,N/A
2022,FRTIB,granted_complex_low,N/A
2023,FRTIB,granted_complex_low,N/A
2024,FRTIB,granted_complex_low,N/A
2008,FTC,granted_complex_low,1
2009,FTC,granted_complex_low,1
2010,FTC,granted_complex_low,1
2011,FTC,granted_complex_low,1
2012,FTC,granted_complex_low,1
2013,FTC,granted_complex_low,1
2014,FTC,granted_complex_low,1
2015,FTC,granted_complex_low,1
2016,FTC,granted_complex_low,2
2017,FTC,granted_complex_low,<1
2018,FTC,granted_complex_low,3
2019,FTC,granted_complex_low,2
2020,FTC,granted_complex_low,1
2021,FTC,granted_complex_low,<1
2022,FTC,granted_complex_low,<1
2023,FTC,granted_complex_low,<1
2024,FTC,granted_complex_low,1
2016,GCERC,granted_complex_low,N/A
2017,GCERC,granted_complex_low,N/A
2018,GCERC,granted_complex_low,328
2019,GCERC,granted_complex_low,N/A
2020,GCERC,granted_complex_low,N/A
2021,GCERC,granted_complex_low,N/A
2022,GCERC,granted_complex_low,N/A
2023,GCERC,granted_complex_low,N/A
2024,GCERC,granted_complex_low,N/A
2008,GSA,granted_complex_low,N/A
2009,GSA,granted_complex_low,N/A
2010,GSA,granted_complex_low,N/A
2011,GSA,granted_complex_low,N/A
2012,GSA,granted_complex_low,N/A
2013,GSA,granted_complex_low,<1
2014,GSA,granted_complex_low,2
2015,GSA,granted_complex_low,1
2016,GSA,granted_complex_low,1
2017,GSA,granted_complex_low,21
2018,GSA,granted_complex_low,5
2019,GSA,granted_complex_low,2
2020,GSA,granted_complex_low,19
2021,GSA,granted_complex_low,8
2022,GSA,granted_complex_low,21
2023,GSA,granted_complex_low,3
2024,GSA,granted_complex_low,4
2020,HA,granted_complex_low,N/A
2021,HA,granted_complex_low,N/A
2022,HA,granted_complex_low,N/A
2023,HA,granted_complex_low,N/A
2024,HA,granted_complex_low,N/A
2008,HHS,granted_complex_low,1
2009,HHS,granted_complex_low,1
2010,HHS,granted_complex_low,0
2011,HHS,granted_complex_low,<1
2012,HHS,granted_complex_low,1
2013,HHS,granted_complex_low,1
2014,HHS,granted_complex_low,1
2015,HHS,granted_complex_low,<1
2016,HHS,granted_complex_low,<1
2017,HHS,granted_complex_low,<1
2018,HHS,granted_complex_low,<1
2019,HHS,granted_complex_low,<1
2020,HHS,granted_complex_low,<1
2021,HHS,granted_complex_low,<1
2022,HHS,granted_complex_low,<1
2023,HHS,granted_complex_low,<1
2024,HHS,granted_complex_low,<1
2016,HSTSF,granted_complex_low,N/A
2017,HSTSF,granted_complex_low,N/A
2018,HSTSF,granted_complex_low,N/A
2019,HSTSF,granted_complex_low,N/A
2020,HSTSF,granted_complex_low,N/A
2021,HSTSF,granted_complex_low,N/A
2022,HSTSF,granted_complex_low,N/A
2023,HSTSF,granted_complex_low,0
2024,HSTSF,granted_complex_low,N/A
2008,HUD,granted_complex_low,N/A
2009,HUD,granted_complex_low,N/A
2010,HUD,granted_complex_low,1
2011,HUD,granted_complex_low,1
2012,HUD,granted_complex_low,1
2013,HUD,granted_complex_low,1
2014,HUD,granted_complex_low,2
2015,HUD,granted_complex_low,<1
2016,HUD,granted_complex_low,<1
2017,HUD,granted_complex_low,<1
2018,HUD,granted_complex_low,<1
2019,HUD,granted_complex_low,<1
2020,HUD,granted_complex_low,<1
2021,HUD,granted_complex_low,4
2022,HUD,granted_complex_low,<1
2023,HUD,granted_complex_low,<1
2024,HUD,granted_complex_low,<1
2008,IAF,granted_complex_low,N/A
2009,IAF,granted_complex_low,N/A
2010,IAF,granted_complex_low,N/A
2011,IAF,granted_complex_low,N/A
2012,IAF,granted_complex_low,N/A
2013,IAF,granted_complex_low,N/A
2014,IAF,granted_complex_low,N/A
2015,IAF,granted_complex_low,N/A
2016,IAF,granted_complex_low,N/A
2017,IAF,granted_complex_low,N/A
2018,IAF,granted_complex_low,N/A
2019,IAF,granted_complex_low,N/A
2020,IAF,granted_complex_low,279
2021,IAF,granted_complex_low,N/A
2022,IAF,granted_complex_low,99
2023,IAF,granted_complex_low,N/A
2024,IAF,granted_complex_low,160
2008,IMLS,granted_complex_low,N/A
2009,IMLS,granted_complex_low,44
2010,IMLS,granted_complex_low,36
2011,IMLS,granted_complex_low,40
2012,IMLS,granted_complex_low,23
2013,IMLS,granted_complex_low,21
2014,IMLS,granted_complex_low,22
2015,IMLS,granted_complex_low,21
2016,IMLS,granted_complex_low,21
2017,IMLS,granted_complex_low,38
2018,IMLS,granted_complex_low,55
2019,IMLS,granted_complex_low,42
2020,IMLS,granted_complex_low,132
2021,IMLS,granted_complex_low,29
2022,IMLS,granted_complex_low,442
2023,IMLS,granted_complex_low,N/A
2024,IMLS,granted_complex_low,N/A
2022,IPEC,granted_complex_low,N/A
2023,IPEC,granted_complex_low,N/A
2024,IPEC,granted_complex_low,N/A
2016,JMMFF,granted_complex_low,N/A
2017,JMMFF,granted_complex_low,N/A
2018,JMMFF,granted_complex_low,N/A
2019,JMMFF,granted_complex_low,N/A
2020,JMMFF,granted_complex_low,N/A
2021,JMMFF,granted_complex_low,N/A
2022,JMMFF,granted_complex_low,N/A
2023,JMMFF,granted_complex_low,N/A
2024,JMMFF,granted_complex_low,N/A
2010,LSC,granted_complex_low,41
2011,LSC,granted_complex_low,1
2012,LSC,granted_complex_low,17
2013,LSC,granted_complex_low,N/A
2014,LSC,granted_complex_low,N/A
2015,LSC,granted_complex_low,N/A
2016,LSC,granted_complex_low,N/A
2017,LSC,granted_complex_low,N/A
2018,LSC,granted_complex_low,N/A
2019,LSC,granted_complex_low,N/A
2020,LSC,granted_complex_low,N/A
2021,LSC,granted_complex_low,N/A
2022,LSC,granted_complex_low,N/A
2023,LSC,granted_complex_low,16
2024,LSC,granted_complex_low,N/A
2010,MCC,granted_complex_low,N/A
2011,MCC,granted_complex_low,N/A
2012,MCC,granted_complex_low,N/A
2013,MCC,granted_complex_low,N/A
2014,MCC,granted_complex_low,N/A
2015,MCC,granted_complex_low,N/A
2016,MCC,granted_complex_low,N/A
2017,MCC,granted_complex_low,N/A
2018,MCC,granted_complex_low,N/A
2019,MCC,granted_complex_low,N/A
2020,MCC,granted_complex_low,N/A
2021,MCC,granted_complex_low,N/A
2022,MCC,granted_complex_low,0
2023,MCC,granted_complex_low,N/A
2024,MCC,granted_complex_low,N/A
2016,MKUF,granted_complex_low,N/A
2017,MKUF,granted_complex_low,N/A
2018,MKUF,granted_complex_low,N/A
2019,MKUF,granted_complex_low,N/A
2020,MKUF,granted_complex_low,N/A
2021,MKUF,granted_complex_low,N/A
2022,MKUF,granted_complex_low,N/A
2023,MKUF,granted_complex_low,N/A
2024,MKUF,granted_complex_low,N/A
2016,MMC,granted_complex_low,N/A
2017,MMC,granted_complex_low,N/A
2018,MMC,granted_complex_low,56
2019,MMC,granted_complex_low,N/A
2020,MMC,granted_complex_low,40
2021,MMC,granted_complex_low,27
2022,MMC,granted_complex_low,N/A
2023,MMC,granted_complex_low,N/A
2024,MMC,granted_complex_low,N/A
2008,MSPB,granted_complex_low,30
2009,MSPB,granted_complex_low,N/A
2010,MSPB,granted_complex_low,N/A
2011,MSPB,granted_complex_low,11
2012,MSPB,granted_complex_low,N/A
2013,MSPB,granted_complex_low,32
2014,MSPB,granted_complex_low,17
2015,MSPB,granted_complex_low,190
2016,MSPB,granted_complex_low,6
2017,MSPB,granted_complex_low,9
2018,MSPB,granted_complex_low,16
2019,MSPB,granted_complex_low,9
2020,MSPB,granted_complex_low,3
2021,MSPB,granted_complex_low,12
2022,MSPB,granted_complex_low,2
2023,MSPB,granted_complex_low,8
2024,MSPB,granted_complex_low,6
2008,NARA,granted_complex_low,N/A
2009,NARA,granted_complex_low,1
2010,NARA,granted_complex_low,N/A
2011,NARA,granted_complex_low,N/A
2012,NARA,granted_complex_low,N/A
2013,NARA,granted_complex_low,<1
2014,NARA,granted_complex_low,<1
2015,NARA,granted_complex_low,<1
2016,NARA,granted_complex_low,1
2017,NARA,granted_complex_low,<1
2018,NARA,granted_complex_low,<1
2019,NARA,granted_complex_low,1
2020,NARA,granted_complex_low,1
2021,NARA,granted_complex_low,1
2022,NARA,granted_complex_low,1
2023,NARA,granted_complex_low,1
2024,NARA,granted_complex_low,1
2008,NASA,granted_complex_low,1
2009,NASA,granted_complex_low,1
2010,NASA,granted_complex_low,<1
2011,NASA,granted_complex_low,<1
2012,NASA,granted_complex_low,<1
2013,NASA,granted_complex_low,<1
2014,NASA,granted_complex_low,<1
2015,NASA,granted_complex_low,<1
2016,NASA,granted_complex_low,2
2017,NASA,granted_complex_low,<1
2018,NASA,granted_complex_low,<1
2019,NASA,granted_complex_low,<1
2020,NASA,granted_complex_low,<1
2021,NASA,granted_complex_low,<1
2022,NASA,granted_complex_low,<1
2023,NASA,granted_complex_low,<1
2024,NASA,granted_complex_low,1
2016,NCD,granted_complex_low,N/A
2017,NCD,granted_complex_low,N/A
2018,NCD,granted_complex_low,N/A
2019,NCD,granted_complex_low,N/A
2020,NCD,granted_complex_low,18
2021,NCD,granted_complex_low,N/A
2022,NCD,granted_complex_low,41
2023,NCD,granted_complex_low,N/A
2024,NCD,granted_complex_low,46
2018,NCMNPS,granted_complex_low,N/A
2019,NCMNPS,granted_complex_low,N/A
2010,NCPC,granted_complex_low,N/A
2011,NCPC,granted_complex_low,N/A
2012,NCPC,granted_complex_low,N/A
2013,NCPC,granted_complex_low,N/A
2014,NCPC,granted_complex_low,9
2015,NCPC,granted_complex_low,N/A
2016,NCPC,granted_complex_low,N/A
2017,NCPC,granted_complex_low,N/A
2018,NCPC,granted_complex_low,N/A
2019,NCPC,granted_complex_low,N/A
2020,NCPC,granted_complex_low,N/A
2021,NCPC,granted_complex_low,N/A
2022,NCPC,granted_complex_low,N/A
2023,NCPC,granted_complex_low,21
2024,NCPC,granted_complex_low,0
2008,NCUA,granted_complex_low,1
2009,NCUA,granted_complex_low,1
2010,NCUA,granted_complex_low,16
2011,NCUA,granted_complex_low,2
2012,NCUA,granted_complex_low,18
2013,NCUA,granted_complex_low,6
2014,NCUA,granted_complex_low,4
2015,NCUA,granted_complex_low,2
2016,NCUA,granted_complex_low,8
2017,NCUA,granted_complex_low,2
2018,NCUA,granted_complex_low,2
2019,NCUA,granted_complex_low,4
2020,NCUA,granted_complex_low,1
2021,NCUA,granted_complex_low,2
2022,NCUA,granted_complex_low,6
2023,NCUA,granted_complex_low,10
2024,NCUA,granted_complex_low,15
2010,NEA,granted_complex_low,12
2011,NEA,granted_complex_low,3
2012,NEA,granted_complex_low,48
2013,NEA,granted_complex_low,17
2014,NEA,granted_complex_low,18
2015,NEA,granted_complex_low,18
2016,NEA,granted_complex_low,25
2017,NEA,granted_complex_low,18
2018,NEA,granted_complex_low,28
2019,NEA,granted_complex_low,20
2020,NEA,granted_complex_low,31
2021,NEA,granted_complex_low,N/A
2022,NEA,granted_complex_low,16
2023,NEA,granted_complex_low,19
2024,NEA,granted_complex_low,16
2008,NEH,granted_complex_low,19
2009,NEH,granted_complex_low,14
2010,NEH,granted_complex_low,21
2011,NEH,granted_complex_low,18
2012,NEH,granted_complex_low,19
2013,NEH,granted_complex_low,20
2014,NEH,granted_complex_low,16
2015,NEH,granted_complex_low,17
2016,NEH,granted_complex_low,20
2017,NEH,granted_complex_low,17
2018,NEH,granted_complex_low,20
2019,NEH,granted_complex_low,19
2020,NEH,granted_complex_low,22
2021,NEH,granted_complex_low,21
2022,NEH,granted_complex_low,21
2023,NEH,granted_complex_low,23
2024,NEH,granted_complex_low,21
2008,NIGC,granted_complex_low,9
2009,NIGC,granted_complex_low,17
2010,NIGC,granted_complex_low,8
2011,NIGC,granted_complex_low,120
2012,NIGC,granted_complex_low,94
2013,NIGC,granted_complex_low,588
2014,NIGC,granted_complex_low,56
2015,NIGC,granted_complex_low,24
2016,NIGC,granted_complex_low,150
2017,NIGC,granted_complex_low,60
2018,NIGC,granted_complex_low,26
2019,NIGC,granted_complex_low,45
2020,NIGC,granted_complex_low,26
2021,NIGC,granted_complex_low,22
2022,NIGC,granted_complex_low,25
2023,NIGC,granted_complex_low,31
2024,NIGC,granted_complex_low,18
2010,NLRB,granted_complex_low,N/A
2011,NLRB,granted_complex_low,N/A
2012,NLRB,granted_complex_low,N/A
2013,NLRB,granted_complex_low,N/A
2014,NLRB,granted_complex_low,N/A
2015,NLRB,granted_complex_low,N/A
2016,NLRB,granted_complex_low,N/A
2017,NLRB,granted_complex_low,0
2018,NLRB,granted_complex_low,0
2019,NLRB,granted_complex_low,N/A
2020,NLRB,granted_complex_low,N/A
2021,NLRB,granted_complex_low,N/A
2022,NLRB,granted_complex_low,N/A
2023,NLRB,granted_complex_low,N/A
2024,NLRB,granted_complex_low,N/A
2008,NMB,granted_complex_low,N/A
2009,NMB,granted_complex_low,N/A
2010,NMB,granted_complex_low,N/A
2011,NMB,granted_complex_low,N/A
2012,NMB,granted_complex_low,N/A
2013,NMB,granted_complex_low,N/A
2014,NMB,granted_complex_low,N/A
2015,NMB,granted_complex_low,N/A
2016,NMB,granted_complex_low,N/A
2017,NMB,granted_complex_low,N/A
2018,NMB,granted_complex_low,N/A
2019,NMB,granted_complex_low,N/A
2020,NMB,granted_complex_low,1
2021,NMB,granted_complex_low,N/A
2022,NMB,granted_complex_low,N/A
2023,NMB,granted_complex_low,N/A
2024,NMB,granted_complex_low,N/A
2008,NRC,granted_complex_low,26
2009,NRC,granted_complex_low,3
2010,NRC,granted_complex_low,5
2011,NRC,granted_complex_low,3
2012,NRC,granted_complex_low,<1
2013,NRC,granted_complex_low,1
2014,NRC,granted_complex_low,<1
2015,NRC,granted_complex_low,1
2016,NRC,granted_complex_low,<1
2017,NRC,granted_complex_low,4
2018,NRC,granted_complex_low,<1
2019,NRC,granted_complex_low,2
2020,NRC,granted_complex_low,13
2021,NRC,granted_complex_low,3
2022,NRC,granted_complex_low,11
2023,NRC,granted_complex_low,1
2024,NRC,granted_complex_low,1
2008,NRPC,granted_complex_low,<1
2009,NRPC,granted_complex_low,14
