year,facility_type,result,count
2023,Asian/Asian Fusion,Establishment re-opened by DOHMH.,21
2023,Asian/Asian Fusion,No violations were recorded at the time of this inspection.,10
2023,Asian/Asian Fusion,Establishment re-closed by DOHMH.,16
2023,Japanese,Violations were cited in the following area(s).,2393
2023,Japanese,No violations were recorded at the time of this inspection.,14
2023,Japanese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,65
2023,Japanese,Establishment re-opened by DOHMH.,18
2023,Japanese,Establishment re-closed by DOHMH.,15
2023,Pizza,Violations were cited in the following area(s).,4313
2023,Pizza,Establishment re-opened by DOHMH.,30
2023,Pizza,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,156
2023,Pizza,Establishment re-closed by DOHMH.,9
2023,Pizza,No violations were recorded at the time of this inspection.,36
2023,Korean,Violations were cited in the following area(s).,1070
2023,Korean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,26
2023,Korean,Establishment re-closed by DOHMH.,16
2023,Korean,Establishment re-opened by DOHMH.,5
2023,Korean,No violations were recorded at the time of this inspection.,4
2023,Bakery Products/Desserts,Violations were cited in the following area(s).,2633
2023,Bakery Products/Desserts,Establishment re-closed by DOHMH.,39
2023,Bakery Products/Desserts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,190
2023,Bakery Products/Desserts,Establishment re-opened by DOHMH.,36
2023,Bakery Products/Desserts,No violations were recorded at the time of this inspection.,10
2023,Coffee/Tea,No violations were recorded at the time of this inspection.,43
2023,Coffee/Tea,Violations were cited in the following area(s).,5083
2023,Coffee/Tea,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,54
2023,Coffee/Tea,Establishment re-opened by DOHMH.,14
2023,Coffee/Tea,Establishment re-closed by DOHMH.,4
2023,Mediterranean,Establishment re-opened by DOHMH.,3
2023,Mediterranean,Violations were cited in the following area(s).,840
2023,Mediterranean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,19
2023,Mediterranean,No violations were recorded at the time of this inspection.,4
2023,Mediterranean,Establishment re-closed by DOHMH.,4
2023,Jewish/Kosher,Violations were cited in the following area(s).,1012
2023,Jewish/Kosher,No violations were recorded at the time of this inspection.,3
2023,Jewish/Kosher,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,27
2023,Jewish/Kosher,Establishment re-closed by DOHMH.,3
2023,Jewish/Kosher,Establishment re-opened by DOHMH.,3
2023,Caribbean,Violations were cited in the following area(s).,2265
2023,Caribbean,No violations were recorded at the time of this inspection.,11
2023,Caribbean,Establishment re-closed by DOHMH.,2
2023,Caribbean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,103
2023,Caribbean,Establishment re-opened by DOHMH.,17
2023,Donuts,Violations were cited in the following area(s).,1299
2023,Donuts,No violations were recorded at the time of this inspection.,15
2023,Donuts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2023,Donuts,Establishment re-closed by DOHMH.,4
2023,Donuts,Establishment re-opened by DOHMH.,2
2023,Fusion,Violations were cited in the following area(s).,174
2023,Fusion,No violations were recorded at the time of this inspection.,2
2023,Seafood,Establishment re-opened by DOHMH.,3
2023,Seafood,Violations were cited in the following area(s).,612
2023,Seafood,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,18
2023,Seafood,No violations were recorded at the time of this inspection.,2
2023,Thai,Violations were cited in the following area(s).,1005
2023,Thai,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,67
2023,Thai,No violations were recorded at the time of this inspection.,6
2023,Thai,Establishment re-closed by DOHMH.,4
2023,Thai,Establishment re-opened by DOHMH.,15
2023,Latin American,Violations were cited in the following area(s).,2955
2023,Latin American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,76
2023,Latin American,Establishment re-opened by DOHMH.,14
2023,Latin American,No violations were recorded at the time of this inspection.,22
2023,Latin American,Establishment re-closed by DOHMH.,4
2023,African,Violations were cited in the following area(s).,255
2023,African,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,17
2023,African,Establishment re-opened by DOHMH.,2
2023,African,No violations were recorded at the time of this inspection.,2
2023,Other,Violations were cited in the following area(s).,788
2023,Other,No violations were recorded at the time of this inspection.,8
2023,Other,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,14
2023,Other,Establishment re-opened by DOHMH.,7
2023,Mexican,Violations were cited in the following area(s).,2897
2023,Mexican,Establishment re-opened by DOHMH.,13
2023,Mexican,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,53
2023,Mexican,No violations were recorded at the time of this inspection.,17
2023,Hamburgers,No violations were recorded at the time of this inspection.,11
2023,Hamburgers,Violations were cited in the following area(s).,1049
2023,Hamburgers,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,15
2023,Hamburgers,Establishment re-opened by DOHMH.,4
2023,Spanish,Violations were cited in the following area(s).,1904
2023,Spanish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,48
2023,Spanish,No violations were recorded at the time of this inspection.,8
2023,Spanish,Establishment re-opened by DOHMH.,12
2023,Spanish,Establishment re-closed by DOHMH.,4
2023,Sandwiches,Violations were cited in the following area(s).,1284
2023,Sandwiches,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,38
2023,Sandwiches,Establishment re-opened by DOHMH.,9
2023,Sandwiches,No violations were recorded at the time of this inspection.,7
2023,Sandwiches,Establishment re-closed by DOHMH.,3
2023,Italian,Violations were cited in the following area(s).,2409
2023,Italian,Establishment re-closed by DOHMH.,18
2023,Italian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,62
2023,Italian,No violations were recorded at the time of this inspection.,9
2023,Italian,Establishment re-opened by DOHMH.,12
2023,Bangladeshi,Violations were cited in the following area(s).,226
2023,Bangladeshi,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,59
2023,Bangladeshi,Establishment re-closed by DOHMH.,4
2023,Bangladeshi,No violations were recorded at the time of this inspection.,2
2023,Bangladeshi,Establishment re-opened by DOHMH.,5
2023,Bottled Beverages,Violations were cited in the following area(s).,327
2023,Bottled Beverages,Establishment re-opened by DOHMH.,2
2023,Bottled Beverages,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,4
2023,Bottled Beverages,No violations were recorded at the time of this inspection.,2
2023,Pakistani,Violations were cited in the following area(s).,93
2023,Pakistani,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,25
2023,Pakistani,Establishment re-closed by DOHMH.,8
2023,Pakistani,Establishment re-opened by DOHMH.,10
2023,Southeast Asian,Violations were cited in the following area(s).,265
2023,Southeast Asian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,12
2023,Southeast Asian,Establishment re-opened by DOHMH.,3
2023,Southeast Asian,No violations were recorded at the time of this inspection.,3
2023,Irish,Violations were cited in the following area(s).,448
2023,Irish,Establishment re-closed by DOHMH.,5
2023,Irish,Establishment re-opened by DOHMH.,2
2023,Irish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2023,Irish,No violations were recorded at the time of this inspection.,2
2023,Chicken,Violations were cited in the following area(s).,1804
2023,Chicken,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,52
2023,Chicken,Establishment re-opened by DOHMH.,14
2023,Chicken,No violations were recorded at the time of this inspection.,22
2023,Chicken,Establishment re-closed by DOHMH.,13
2023,Vegan,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2023,Vegan,Violations were cited in the following area(s).,180
2023,Vegan,Establishment re-closed by DOHMH.,6
2023,Vegan,Establishment re-opened by DOHMH.,1
2023,Middle Eastern,Violations were cited in the following area(s).,619
2023,Middle Eastern,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28
2023,Middle Eastern,No violations were recorded at the time of this inspection.,6
2023,Middle Eastern,Establishment re-opened by DOHMH.,2
2023,Turkish,Violations were cited in the following area(s).,193
2023,Turkish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9
2023,Turkish,Establishment re-opened by DOHMH.,2
2023,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,1427
2023,"Juice, Smoothies, Fruit Salads",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,25
2023,"Juice, Smoothies, Fruit Salads",No violations were recorded at the time of this inspection.,16
2023,"Juice, Smoothies, Fruit Salads",Establishment re-opened by DOHMH.,2
2023,Chinese/Japanese,Violations were cited in the following area(s).,126
2023,Chinese/Japanese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2023,Salads,Violations were cited in the following area(s).,229
2023,Salads,No violations were recorded at the time of this inspection.,2
2023,Barbecue,Violations were cited in the following area(s).,173
2023,Barbecue,No violations were recorded at the time of this inspection.,2
2023,Barbecue,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2023,Barbecue,Establishment re-opened by DOHMH.,1
2023,Frozen Desserts,Violations were cited in the following area(s).,741
2023,Frozen Desserts,No violations were recorded at the time of this inspection.,7
2023,Frozen Desserts,Establishment re-opened by DOHMH.,4
2023,Frozen Desserts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,3
2023,Creole/Cajun,Violations were cited in the following area(s).,15
2023,French,Violations were cited in the following area(s).,698
2023,French,No violations were recorded at the time of this inspection.,3
2023,Tex-Mex,Violations were cited in the following area(s).,824
2023,Tex-Mex,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9
2023,Tex-Mex,Establishment re-opened by DOHMH.,3
2023,Tex-Mex,No violations were recorded at the time of this inspection.,8
2023,Bagels/Pretzels,Violations were cited in the following area(s).,725
2023,Bagels/Pretzels,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10
2023,Bagels/Pretzels,No violations were recorded at the time of this inspection.,2
2023,Bagels/Pretzels,Establishment re-opened by DOHMH.,3
2023,Afghan,Violations were cited in the following area(s).,54
2023,Vegetarian,Violations were cited in the following area(s).,164
2023,Vegetarian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,15
2023,Vegetarian,Establishment re-opened by DOHMH.,3
2023,Vegetarian,No violations were recorded at the time of this inspection.,1
2023,Armenian,Violations were cited in the following area(s).,30
2023,Scandinavian,Violations were cited in the following area(s).,20
2023,Filipino,Violations were cited in the following area(s).,96
2023,Greek,Violations were cited in the following area(s).,375
2023,Greek,No violations were recorded at the time of this inspection.,2
2023,Peruvian,Violations were cited in the following area(s).,267
2023,Peruvian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2023,Peruvian,Establishment re-opened by DOHMH.,3
2023,Ethiopian,Violations were cited in the following area(s).,41
2023,German,Violations were cited in the following area(s).,51
2023,German,No violations were recorded at the time of this inspection.,1
2023,Nuts/Confectionary,Violations were cited in the following area(s).,8
2023,Hawaiian,Violations were cited in the following area(s).,100
2023,Hawaiian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2023,Hawaiian,Establishment re-opened by DOHMH.,1
2023,Steakhouse,Violations were cited in the following area(s).,243
2023,Steakhouse,No violations were recorded at the time of this inspection.,2
2023,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,379
2023,Sandwiches/Salads/Mixed Buffet,No violations were recorded at the time of this inspection.,3
2023,Sandwiches/Salads/Mixed Buffet,Establishment re-closed by DOHMH.,7
2023,Sandwiches/Salads/Mixed Buffet,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,17
2023,Sandwiches/Salads/Mixed Buffet,Establishment re-opened by DOHMH.,2
2023,Continental,Violations were cited in the following area(s).,105
2023,Egyptian,Establishment re-closed by DOHMH.,4
2023,Egyptian,Violations were cited in the following area(s).,12
2023,Egyptian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,13
2023,Egyptian,Establishment re-opened by DOHMH.,1
2023,Eastern European,Violations were cited in the following area(s).,285
2023,Eastern European,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,15
2023,Eastern European,Establishment re-opened by DOHMH.,8
2023,Eastern European,No violations were recorded at the time of this inspection.,1
2023,New American,Violations were cited in the following area(s).,96
2023,Russian,Violations were cited in the following area(s).,110
2023,Russian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2023,Russian,Establishment re-opened by DOHMH.,2
2023,Russian,No violations were recorded at the time of this inspection.,1
2023,Creole,Violations were cited in the following area(s).,91
2023,Californian,Violations were cited in the following area(s).,12
2023,Soul Food,Violations were cited in the following area(s).,194
2023,Soul Food,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2023,Soul Food,Establishment re-opened by DOHMH.,1
2023,Soul Food,Establishment re-closed by DOHMH.,3
2023,Soul Food,No violations were recorded at the time of this inspection.,1
2023,Portuguese,Violations were cited in the following area(s).,19
2023,Australian,Violations were cited in the following area(s).,69
2023,Pancakes/Waffles,Violations were cited in the following area(s).,105
2023,Pancakes/Waffles,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2023,Pancakes/Waffles,Establishment re-opened by DOHMH.,2
2023,Pancakes/Waffles,No violations were recorded at the time of this inspection.,1
2023,Moroccan,Violations were cited in the following area(s).,40
2023,Moroccan,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2023,Moroccan,Establishment re-closed by DOHMH.,3
2023,Moroccan,Establishment re-opened by DOHMH.,2
2023,Indonesian,Violations were cited in the following area(s).,16
2023,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,73
2023,Soups/Salads/Sandwiches,No violations were recorded at the time of this inspection.,1
2023,Tapas,Violations were cited in the following area(s).,116
2023,Tapas,No violations were recorded at the time of this inspection.,1
2023,Chilean,Violations were cited in the following area(s).,11
2023,Basque,Violations were cited in the following area(s).,14
2023,Fruits/Vegetables,Violations were cited in the following area(s).,10
2023,Brazilian,Violations were cited in the following area(s).,53
2023,Soups,Violations were cited in the following area(s).,15
2023,Iranian,Violations were cited in the following area(s).,15
2023,Haute Cuisine,Violations were cited in the following area(s).,2
2023,Hotdogs/Pretzels,Violations were cited in the following area(s).,46
2023,Hotdogs/Pretzels,No violations were recorded at the time of this inspection.,7
2023,Chinese/Cuban,Violations were cited in the following area(s).,75
2023,Chinese/Cuban,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,11
2023,Chinese/Cuban,Establishment re-opened by DOHMH.,2
2023,Polish,Violations were cited in the following area(s).,40
2023,Not Listed/Not Applicable,Violations were cited in the following area(s).,18
2023,New French,Violations were cited in the following area(s).,19
2023,Lebanese,Violations were cited in the following area(s).,16
2023,Czech,Violations were cited in the following area(s).,2
2023,English,Violations were cited in the following area(s).,27
2023,Chimichurri,Violations were cited in the following area(s).,2
2023,Cajun,Violations were cited in the following area(s).,27
2019,Mexican,Violations were cited in the following area(s).,33
2019,Latin American,Violations were cited in the following area(s).,51
2019,Latin American,No violations were recorded at the time of this inspection.,1
2019,American,No violations were recorded at the time of this inspection.,10
2019,American,Violations were cited in the following area(s).,487
2019,American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2019,American,Establishment re-opened by DOHMH.,1
2019,American,Establishment re-closed by DOHMH.,2
2019,Italian,Violations were cited in the following area(s).,38
2019,Italian,No violations were recorded at the time of this inspection.,1
2019,Coffee/Tea,Violations were cited in the following area(s).,24
2019,Coffee/Tea,No violations were recorded at the time of this inspection.,1
2019,Bottled Beverages,Violations were cited in the following area(s).,17
2019,Chinese,Violations were cited in the following area(s).,78
2019,Spanish,Violations were cited in the following area(s).,23
2019,Caribbean,Violations were cited in the following area(s).,63
2019,Caribbean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,13
2019,Caribbean,Establishment re-opened by DOHMH.,1
2019,French,Violations were cited in the following area(s).,29
2019,Middle Eastern,Violations were cited in the following area(s).,6
2019,Tapas,Violations were cited in the following area(s).,6
2019,Fruits/Vegetables,Violations were cited in the following area(s).,7
2019,Other,Violations were cited in the following area(s).,25
2019,Other,No violations were recorded at the time of this inspection.,2
2019,Korean,Violations were cited in the following area(s).,30
2019,Korean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2019,Korean,Establishment re-opened by DOHMH.,1
2019,Pizza,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2019,Pizza,Establishment re-opened by DOHMH.,2
2019,Pizza,Violations were cited in the following area(s).,18
2019,Pizza,Establishment re-closed by DOHMH.,7
2019,Pizza,No violations were recorded at the time of this inspection.,2
2019,Seafood,Violations were cited in the following area(s).,16
2019,German,Violations were cited in the following area(s).,2
2019,German,No violations were recorded at the time of this inspection.,1
2019,Polish,Violations were cited in the following area(s).,8
2019,Polish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,11
2019,Polish,Establishment re-opened by DOHMH.,1
2019,Ethiopian,Violations were cited in the following area(s).,11
2019,Ethiopian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,4
2019,Ethiopian,Establishment re-opened by DOHMH.,1
2019,Tex-Mex,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2019,Tex-Mex,Violations were cited in the following area(s).,6
2019,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,2
2019,Jewish/Kosher,No violations were recorded at the time of this inspection.,1
2019,Jewish/Kosher,Violations were cited in the following area(s).,11
2019,Vegetarian,Violations were cited in the following area(s).,1
2019,Donuts,Violations were cited in the following area(s).,4
2019,Brazilian,Establishment re-opened by DOHMH.,2
2019,Brazilian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,4
2019,Mediterranean,Violations were cited in the following area(s).,11
2019,African,Violations were cited in the following area(s).,11
2019,African,No violations were recorded at the time of this inspection.,1
2019,Frozen Desserts,Violations were cited in the following area(s).,9
2019,Frozen Desserts,No violations were recorded at the time of this inspection.,1
2019,Asian/Asian Fusion,Violations were cited in the following area(s).,2
2019,Russian,Violations were cited in the following area(s).,5
2019,Vegan,Violations were cited in the following area(s).,3
2019,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,7
2019,Japanese,Violations were cited in the following area(s).,8
2019,Nuts/Confectionary,No violations were recorded at the time of this inspection.,1
2019,Bagels/Pretzels,Violations were cited in the following area(s).,1
2019,Eastern European,No violations were recorded at the time of this inspection.,1
2019,Indian,Violations were cited in the following area(s).,2
2019,Barbecue,Violations were cited in the following area(s).,1
2019,Hamburgers,Violations were cited in the following area(s).,3
2019,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,2
2019,Hotdogs,Violations were cited in the following area(s).,4
2019,Hotdogs,No violations were recorded at the time of this inspection.,1
2019,Hotdogs/Pretzels,Violations were cited in the following area(s).,1
2019,Peruvian,Violations were cited in the following area(s).,3
2019,Greek,Violations were cited in the following area(s).,2
2019,Sandwiches,Violations were cited in the following area(s).,1
2017,American,Violations were cited in the following area(s).,310
2017,American,No violations were recorded at the time of this inspection.,10
2017,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,13
2017,Jewish/Kosher,Violations were cited in the following area(s).,5
2017,Italian,Violations were cited in the following area(s).,24
2017,Italian,No violations were recorded at the time of this inspection.,1
2017,Pizza,Violations were cited in the following area(s).,7
2017,Chinese,Violations were cited in the following area(s).,16
2017,Chinese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2017,Chinese,Establishment re-opened by DOHMH.,2
2017,Japanese,Violations were cited in the following area(s).,13
2017,Bottled Beverages,Violations were cited in the following area(s).,15
2017,Latin American,Violations were cited in the following area(s).,24
2017,Spanish,Violations were cited in the following area(s).,22
2017,Caribbean,Violations were cited in the following area(s).,7
2017,Caribbean,No violations were recorded at the time of this inspection.,1
2017,Mexican,Violations were cited in the following area(s).,12
2017,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,5
2017,French,Violations were cited in the following area(s).,4
2017,Hamburgers,Violations were cited in the following area(s).,3
2017,Hamburgers,No violations were recorded at the time of this inspection.,1
2017,Bagels/Pretzels,Violations were cited in the following area(s).,2
2017,Nuts/Confectionary,Violations were cited in the following area(s).,3
2017,Coffee/Tea,Violations were cited in the following area(s).,7
2017,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,6
2017,Seafood,Violations were cited in the following area(s).,2
2017,Other,Violations were cited in the following area(s).,6
2017,Russian,Violations were cited in the following area(s).,2
2017,Mediterranean,Violations were cited in the following area(s).,6
2017,German,Violations were cited in the following area(s).,2
2017,Frozen Desserts,Violations were cited in the following area(s).,4
2017,African,Violations were cited in the following area(s).,1
2017,Korean,Violations were cited in the following area(s).,2
2017,Ethiopian,Violations were cited in the following area(s).,2
2017,Sandwiches,Violations were cited in the following area(s).,1
2017,Vegan,Violations were cited in the following area(s).,1
2018,American,Violations were cited in the following area(s).,432
2018,American,No violations were recorded at the time of this inspection.,9
2018,Other,Violations were cited in the following area(s).,11
2018,Other,Establishment re-opened by DOHMH.,1
2018,Other,No violations were recorded at the time of this inspection.,3
2018,Vegan,Violations were cited in the following area(s).,6
2018,Coffee/Tea,Violations were cited in the following area(s).,31
2018,Coffee/Tea,No violations were recorded at the time of this inspection.,1
2018,Italian,Violations were cited in the following area(s).,40
2018,Italian,No violations were recorded at the time of this inspection.,1
2018,Seafood,Violations were cited in the following area(s).,9
2018,Mexican,Violations were cited in the following area(s).,30
2018,Mexican,No violations were recorded at the time of this inspection.,1
2018,Japanese,Violations were cited in the following area(s).,15
2018,Latin American,Violations were cited in the following area(s).,25
2018,Frozen Desserts,Violations were cited in the following area(s).,10
2018,Eastern European,Violations were cited in the following area(s).,3
2018,Jewish/Kosher,Violations were cited in the following area(s).,8
2018,Caribbean,Violations were cited in the following area(s).,25
2018,Caribbean,No violations were recorded at the time of this inspection.,1
2018,Caribbean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,3
2018,Caribbean,Establishment re-opened by DOHMH.,1
2018,Mediterranean,Violations were cited in the following area(s).,16
2018,Chinese,Violations were cited in the following area(s).,58
2018,Chinese,No violations were recorded at the time of this inspection.,1
2018,French,Violations were cited in the following area(s).,9
2018,Pizza,Violations were cited in the following area(s).,12
2018,Pizza,No violations were recorded at the time of this inspection.,1
2018,Korean,Violations were cited in the following area(s).,19
2018,Ethiopian,Violations were cited in the following area(s).,3
2018,Middle Eastern,Violations were cited in the following area(s).,2
2018,Greek,Violations were cited in the following area(s).,6
2018,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,4
2018,Spanish,Violations were cited in the following area(s).,22
2018,Spanish,No violations were recorded at the time of this inspection.,2
2018,Bottled Beverages,Violations were cited in the following area(s).,10
2018,Bottled Beverages,No violations were recorded at the time of this inspection.,1
2018,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,4
2018,Peruvian,Violations were cited in the following area(s).,5
2018,Hamburgers,Violations were cited in the following area(s).,4
2018,Russian,Violations were cited in the following area(s).,4
2018,African,Violations were cited in the following area(s).,4
2018,Asian/Asian Fusion,Violations were cited in the following area(s).,1
2018,Asian/Asian Fusion,No violations were recorded at the time of this inspection.,1
2018,Nuts/Confectionary,Violations were cited in the following area(s).,3
2018,Sandwiches,Violations were cited in the following area(s).,1
2018,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,3
2018,Hotdogs,Violations were cited in the following area(s).,2
2018,Donuts,Violations were cited in the following area(s).,1
2020,Italian,Violations were cited in the following area(s).,67
2020,Italian,No violations were recorded at the time of this inspection.,1
2020,American,No violations were recorded at the time of this inspection.,3
2020,American,Violations were cited in the following area(s).,165
2020,American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2020,American,Establishment re-opened by DOHMH.,1
2020,Bakery Products/Desserts,Violations were cited in the following area(s).,7
2020,Chinese,Violations were cited in the following area(s).,21
2020,Chinese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2020,Greek,Violations were cited in the following area(s).,17
2020,Japanese,Violations were cited in the following area(s).,25
2020,Bottled Beverages,Violations were cited in the following area(s).,9
2020,Frozen Desserts,Violations were cited in the following area(s).,11
2020,Seafood,Violations were cited in the following area(s).,3
2020,Mexican,Violations were cited in the following area(s).,27
2020,Pizza,Violations were cited in the following area(s).,20
2020,Pizza,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,11
2020,French,Violations were cited in the following area(s).,14
2020,Indian,Violations were cited in the following area(s).,5
2020,Caribbean,Violations were cited in the following area(s).,32
2020,Coffee/Tea,Violations were cited in the following area(s).,12
2020,Tapas,Violations were cited in the following area(s).,8
2020,Tex-Mex,Violations were cited in the following area(s).,3
2020,Hamburgers,Violations were cited in the following area(s).,2
2020,Jewish/Kosher,Violations were cited in the following area(s).,18
2020,Brazilian,Violations were cited in the following area(s).,4
2020,Steakhouse,Violations were cited in the following area(s).,4
2020,Steakhouse,No violations were recorded at the time of this inspection.,1
2020,Southeast Asian,Violations were cited in the following area(s).,3
2020,Ethiopian,Violations were cited in the following area(s).,5
2020,Latin American,Violations were cited in the following area(s).,9
2020,Turkish,Violations were cited in the following area(s).,3
2020,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,5
2020,Nuts/Confectionary,Violations were cited in the following area(s).,2
2020,Mediterranean,Violations were cited in the following area(s).,6
2020,Asian/Asian Fusion,Violations were cited in the following area(s).,10
2020,Indonesian,Violations were cited in the following area(s).,4
2020,Peruvian,No violations were recorded at the time of this inspection.,1
2020,Other,Violations were cited in the following area(s).,3
2020,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,2
2020,Korean,Violations were cited in the following area(s).,2
2020,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,2
2020,African,Violations were cited in the following area(s).,2
2020,Donuts,No violations were recorded at the time of this inspection.,1
2015,Other,Violations were cited in the following area(s).,5
2015,American,Violations were cited in the following area(s).,12
2015,American,Establishment re-opened by DOHMH.,1
2016,American,Violations were cited in the following area(s).,176
2016,American,No violations were recorded at the time of this inspection.,10
2016,Mediterranean,Violations were cited in the following area(s).,8
2016,Vegan,Violations were cited in the following area(s).,6
2016,Spanish,Violations were cited in the following area(s).,4
2016,Sandwiches/Salads/Mixed Buffet,No violations were recorded at the time of this inspection.,1
2016,Latin American,Violations were cited in the following area(s).,10
2016,Hotdogs,Violations were cited in the following area(s).,4
2016,Other,Violations were cited in the following area(s).,4
2016,Caribbean,Violations were cited in the following area(s).,9
2016,Caribbean,No violations were recorded at the time of this inspection.,1
2016,Bottled Beverages,Violations were cited in the following area(s).,4
2016,Japanese,Violations were cited in the following area(s).,1
2016,Korean,Violations were cited in the following area(s).,7
2016,Mexican,Violations were cited in the following area(s).,2
2016,Coffee/Tea,No violations were recorded at the time of this inspection.,1
